service_request_id,service_code,service_notice,requested_datetime,text,agency_responsible,service_name,lat,long,media_url
13isn8h51om7h2o4g40l,2809,2019-09-13T06:52:11+03:00,2019-09-17T15:15:03+03:00,"Kevli käy vaarallisen ahtaaksi kun kasvusto on vallannut siitä noinkin paljon ja kaivonkansi on vaarallisesti koholla että siihen voi kaatua! (Karttaan merkattu oikea kohta, vaikkei kartta siinä kevliä näytä, lähtee tapulikaupungintieltä suuntimotien suuntaisesti ja loppuu junarataan)",Kaupunkiympäristö,General and other feedback,60.2772673,25.0360729,https://asiointi.hel.fi/palautews/rest/v1/attachment/389teldte565tqelgpjg.HEIC
3ladan1a9u5mqe8op4h9,2806,2019-06-17T11:09:42+03:00,2019-06-19T18:25:02+03:00,"kevyen liikenteen kiertoreitti puuttuu",Kaupunkiympäristö,City environment,60.180956,24.8443642,
1i75bfpmf7lo76to9an2,2809,2019-11-24T14:30:30+02:00,2019-12-12T09:00:04+02:00,"Kevyen liikenteen liikennemerkki on hävinnyt ja liikuntahallin viikonlopun tapahtumassa kevli oli parkkipaikkana.",Kaupunkiympäristö,General and other feedback,60.1911496,25.0327699,
2lqn49jiqvffj4u2jqhd,2806,2020-05-16T12:30:34+03:00,2020-05-19T09:17:55+03:00,"Kevyen liikenteen reitti Firdonkadulta Pasilan asemalle on poikki. Veturitien länsipuoli on kokonaan pois käytöstä ja lähin ylityspaikka Veturitien toiselle puolelle on Triplan eteläpuolella, joka on eri suunnassa kuin pääsy laiturille pyörän kanssa. Ylityspaikka Veturitien yli Firdonkadun jatkeeksi on ainut järkevä ratkaisu. ",Kaupunkiympäristö,City environment,60.1991868,24.931253,
u3vapjpes2vlv1pjmqel,2806,2019-07-01T10:26:52+03:00,2019-07-03T07:00:04+03:00,"Kevyen liikenteen T-risteyksen vieressä olevasta kaivosta nousee usein, nutta ei joka päivä, runsas viemärihaju. Onkohan jokin paikks tukossa tai rikki? ",Kaupunkiympäristö,City environment,60.2651444,24.9761891,
1aalraap7ivepdecjhtp,2806,2019-08-04T19:09:17+03:00,2019-08-06T09:49:25+03:00,"Kevyen liikenteen valot toimivat niin, että ensimmäisillä vihreillä pääsee puoleen väliin risteystä ja siinä täytyy odottaa uusi valokierto. Saisiko näitä asetettua niin, että yksillä valoilla pääsisi koko risteyksen yli?",Kaupunkiympäristö,City environment,60.1930582,24.9342942,
1j6gm2q21f5tb6d7bek3,2806,2019-07-29T12:22:34+03:00,2019-07-31T09:10:02+03:00,"Kevyen liikenteen väylä on täynnä ajoneuvoja ja ihmiset joutuu kulkemaan erittäin vaarallisesti vilkkaan ajoradan kautta. Tarvitaan pikaisesti valvontaa Unioninkatu 39 kohdalle.",Kaupunkiympäristö,City environment,60.1743425,24.950528,
3asaf0oo9mg60ksabl3h,2806,2019-11-23T13:58:54+02:00,2019-11-25T10:36:17+02:00,"Kevyen liikenteen väylällä Aittasaarentieltä 30-50m Sarvaston venekerholle päin kaksi katuvaloa pimeänä.",Kaupunkiympäristö,City environment,60.1712162,25.056601,
16kbvg1lh4a9ogg00o3u,2806,2019-11-23T13:59:40+02:00,2019-11-25T10:47:46+02:00,"Kevyen liikenteen väylällä yksi katuvalo pimeänä 30m uimarannan risteyksestä.",Kaupunkiympäristö,City environment,60.1731011,25.0564241,
1v11fov3o21pbn39v461,2806,2019-08-30T16:29:21+03:00,2019-09-02T09:42:03+03:00,"Kevyen liikenteen väylät tässä hyvin vaaralliset. Liikennevalon odotusalue on keskellä kapeaa pyörätietä, johon tullaan molemmista suunnista alamäkeen.",Kaupunkiympäristö,City environment,60.1914569,25.0228021,
3sb25u8fuilhg318cq57,2809,2020-03-09T11:28:09+02:00,2020-03-11T11:08:55+02:00,"Kevyenliikenteen alikulun kattovalo on rikottu ja lasit on pitkin pyörätietä. ",Kaupunkiympäristö,General and other feedback,60.2042859,24.9333341,
2v0f6lnbh7hv7b7vlk38,2809,2020-05-29T08:00:29+03:00,2020-06-01T12:15:45+03:00,"Kevyenliikenteen kadun voisi lakaista koneella puhtaaksi. Alueella runsaasti isoa kiveä ja soraa. ",Kaupunkiympäristö,General and other feedback,60.2020666,24.9288127,
1k145v0bqlutrm6avim9,2809,2019-09-23T15:06:02+03:00,2019-09-24T09:55:01+03:00,"Kevyenliikenteen kiertotie on aivan liian kapea, kapeimmasta kohdasta alle 70cm, kyseessä on yhdistetty jalankulku ja pyörätie! Kaupungin ohjeen mukaan pitäisi olla vähintään 3metriä! Siinä ei mahdu kohtaamaan pyörät, vaunut yms! Ja miten esim. pyörätuolit yms kulkevat tästä? Lisäksi puuttuu tilapäisen liikennejärjestelyn suunnitelma, tai ainakaan karttapalvelussa sitä ei näy!",Kaupunkiympäristö,General and other feedback,60.2788236,25.0183988,https://asiointi.hel.fi/palautews/rest/v1/attachment/146u4fi34d7ng4tjbi8j.HEIC
5fb34h3o6cnqulp9oevd,2806,2020-03-25T21:10:16+02:00,2020-03-27T09:00:01+02:00,"Kevyenliikenteen merkki huonokuntoinen",Kaupunkiympäristö,City environment,60.266474,25.015736,
23pc8bs9ig2l3s71fkr5,2809,2020-04-20T10:43:11+03:00,2020-04-21T16:48:00+03:00,"Kevyenliikenteen merkki kaatunut. Tolppa poikki. ",Kaupunkiympäristö,General and other feedback,60.2136652,25.0826482,
3qr15shgdnhj4jhlg8pd,2809,2019-12-13T12:25:51+02:00,2019-12-17T13:55:03+02:00,"Kevyenliikenteen tunnelissa on ollut jo alku kesästä asti lasia pyörätiellä. Pienessä toivossa eletty että siellä olisi harjakone jossain vaiheessa käynyt. No ehkä nyt kun asiasta on ilmoitettu. ",Kaupunkiympäristö,General and other feedback,60.2076758,24.9279169,
31e9r47puc5pboqut7r0,2806,2019-09-24T23:15:18+03:00,2020-01-02T11:50:02+02:00,"Kevyenliikenteen väylä ei täytä väliaikaisten liikennejärjestelyjen leveysvaatimuksia",Kaupunkiympäristö,City environment,60.1884681,24.9775424,https://asiointi.hel.fi/palautews/rest/v1/attachment/3ihmikhg5d90lrmdr44o.jpg
2g0usa4gfv95d87vbsq3,2809,2019-10-01T11:38:34+03:00,2019-10-04T08:33:18+03:00,"Kevyenliikenteen väylä on liian kapea, pyörän maksimi leveys on 1.25m ja siihen kulkuvara päälle! ",Kaupunkiympäristö,General and other feedback,60.2832889,25.0389717,https://asiointi.hel.fi/palautews/rest/v1/attachment/17vtkbfgcd7igh7eeull.HEIC
3o9kcur0co4j08g285vf,2809,2019-08-15T14:00:29+03:00,2019-08-19T05:55:02+03:00,"Kevyenliikenteen väylällä risteyksessä ollut viikon verran lasinsiruja. Saisiko siivottua pois ettei käy vahinkoja?",Kaupunkiympäristö,General and other feedback,60.1969322,24.9279224,
33hjecsu7hjuajlmnvq4,2806,2019-08-02T14:39:25+03:00,2019-08-13T09:55:02+03:00,"Kevyenliikenteen väylällä, joka johtaa Malminkartanon asemalle pohjoispuolella, on jo viikon ajan ollut yhdessä kohtaa paljon lasinsiruja. Toivottavasti ne puhdistetaan pian, leviävät muuten pitkälle. Tämä länsipuoli rataa on myös tunnelin ainoa liikennemerkein sallittu pyöräväylä, lasi voi rikkoa renkaita.  Samalla ehdotan, että pyötäilyn voisi sallia molemmilla puolin tunnelia, koska laiturien ruuhkat vaihtelevat kellonajan mukaan ja olisi näin mahdollista valita pyöräillessä hiljaisempi puoli.",Kaupunkiympäristö,City environment,60.2508735,24.8597612,
1t5g5nujekkbrhc15m7s,2809,2019-10-01T16:30:26+03:00,2019-10-31T08:20:04+02:00,"Kevyenliikenteentie/kävelytie puoliksi vettä. Ei pääse valumaan pois. Kohta jäätyykin jos pakkasia tulee.",Kaupunkiympäristö,General and other feedback,60.1680614,24.9339659,
t06tv5jnr1klcjphd4ma,2809,2019-12-11T06:28:56+02:00,2019-12-16T15:45:02+02:00,"Kevyenliikenteenv väylä voisi tasoittaa jo.",Kaupunkiympäristö,General and other feedback,60.2548525,24.8811094,
2ouvik6o647vetj9adr4,2806,2019-10-17T09:55:45+03:00,2020-01-09T07:50:03+02:00,"Kevyenliikenteenväylä täynnä lehtimössöä. Perin liukasta.",Kaupunkiympäristö,City environment,60.181454,24.959275,
17aubrdipa5qsmqi2ltn,2809,2019-10-01T16:32:10+03:00,2019-10-16T07:55:02+03:00,"Kevyenliikenteenväylä yli puoliksi veden peitossa.",Kaupunkiympäristö,General and other feedback,60.2634227,24.9876616,
3qg5uc8o0jugf39usvpd,2806,2019-07-19T09:41:47+03:00,2019-07-25T07:00:02+03:00,"Kevyenliikenteenväylällä, alamäessä pohjoisesta päin tullessa käännyttäessä oikealle ennen ylikulkusiltaa on vaarallista soraa. Pyörällä on helppo kaatua kyseisessä risteyksessä, kun soran takia rengas pettää alta vaikka vauhtia ei olisi.",Kaupunkiympäristö,City environment,60.1919307,24.9239497,
apssd5up5vppmiuj44oi,3779,2019-11-06T06:52:07+02:00,2019-11-08T12:56:25+02:00,"Kevyenliikenteenväylälle ei pala valot. Koulun kohdalla toimii, työmaakopin vieressä toimii, väli on pimeänä.",Kaupunkiympäristö,,60.270663,25.0298318,
q08d4ebepri94tdtgrro,2806,2019-10-23T21:34:32+03:00,2019-10-28T08:14:22+02:00,"Kevyenliikenteenväylän ja koulun pihan kaikki valot pimeänä.",Kaupunkiympäristö,City environment,60.2452632,24.8590269,https://asiointi.hel.fi/palautews/rest/v1/attachment/2378giql4t6ktclk59gt.jpg
29p9j8250476amfejir2,2806,2019-07-23T14:50:29+03:00,2019-07-24T12:10:12+03:00,"Kiekkopaikat osoittava merkki hyvin pitkällä, vain alussa Seurasaaren päässä, olisi kiva jos olisi jatkomerkki tai päättymismerkki, niin loppupäähän pysäköivätkin voisivat nopeasti varmistua siitä, minkä merkin vaikutusalueelle ovat autoansa jättämässä ",Kaupunkiympäristö,City environment,60.1905111,24.8845867,
2ijk6ls71sc3ngcil2uh,2806,2020-03-02T23:17:23+02:00,2020-03-10T08:00:03+02:00,"Kielletty ajosuunta -kyltti rapistunut",Kaupunkiympäristö,City environment,60.2658187,25.0164222,
2bak3se65pfl7oss97p8,2806,2019-10-12T17:08:57+03:00,2019-10-24T08:30:06+03:00,"Kielletty koirilta -merkki kaadettu ja rikottu Suuntimopuiston leikkialueella.",Kaupunkiympäristö,City environment,60.276504,25.0373732,
efc6f8bqq4tjjivtqfl1,2806,2020-05-14T08:04:29+03:00,2020-05-18T10:35:02+03:00,"Kieltomerkki ei luettavissa, ei käänny käsin, ainakaan ehjänä.",Kaupunkiympäristö,City environment,60.1765461,24.9226881,https://asiointi.hel.fi/palautews/rest/v1/attachment/6k6tas74et040995gijs.jpg
5fgksgablqcfec9oqvu4,3076,2020-05-29T08:12:05+03:00,2020-06-01T12:30:01+03:00,"Kieltomerkki käännetty, ei luettavissa.",Kaupunkiympäristö,,60.1673812,24.9379119,https://asiointi.hel.fi/palautews/rest/v1/attachment/1dev1r4dirkjkl9fka9l.jpg
8stapnorsjq2q8103v56,2806,2020-05-17T12:55:49+03:00,2020-05-20T10:05:03+03:00,"Kierrätysastioiden ympäristö hirveässä kunnossa.",Kaupunkiympäristö,City environment,60.2149068,25.1038824,https://asiointi.hel.fi/palautews/rest/v1/attachment/282ie99adncrqn4ahe7k.jpg
3m13scccfjmmhbo1d0un,2806,2019-09-02T23:07:25+03:00,2019-09-03T10:28:03+03:00,"Kierrätyspaikka törkyinen",Kaupunkiympäristö,City environment,60.2461632,25.011736,
2f42vj0q0p0e6mrpi9os,2809,2020-05-11T12:27:38+03:00,2020-05-13T09:32:18+03:00,"Kierrätyspisteelle on tuotu niin isoja roskia, ettei ne mahdu säiliöihin. ",Kaupunkiympäristö,General and other feedback,60.2271499,25.1029648,https://asiointi.hel.fi/palautews/rest/v1/attachment/1jm2viarfq24a7cujgtb.JPG
3a1ikbk3gq50gjpoiaa9,2806,2019-07-08T11:03:31+03:00,2019-07-11T08:40:07+03:00,"kiertotielle ei opastusta, umpikuja monta sataa metriä munkkiniemen suunnasta.",Kaupunkiympäristö,City environment,60.1847955,24.8586193,
3gj9d896mcpri0ba4rk8,2809,2019-07-23T09:40:36+03:00,2019-07-29T07:10:01+03:00,"Kiinnitys. ",Kaupunkiympäristö,General and other feedback,60.1609431,24.9532855,https://asiointi.hel.fi/palautews/rest/v1/attachment/3gm4e546ptfar23n4jht.jpg
3a7g5gqm7i2kbrb2vh5k,2992,2019-12-27T12:22:21+02:00,2020-01-13T08:40:03+02:00,"Kiinteistön omistajan tulisi siivota roskat pois ennenkuin niitä kertyy lisää.",Kaupunkiympäristö,,60.1583925,24.9141772,https://asiointi.hel.fi/palautews/rest/v1/attachment/1hann4imm9genho41ogj.jpg
9i3vu0b8tu36i9dgmgt9,2806,2020-02-15T13:41:04+02:00,2020-02-19T14:45:02+02:00,"Kiinteistön pihalle (kuvassa vasemmalla) kuuluva pysäköintikieltomerkki on poikittain keskellä kevyen liikenteen väylää.",Kaupunkiympäristö,City environment,60.1969235,24.9476275,https://asiointi.hel.fi/palautews/rest/v1/attachment/2thm2pd62guvd710rkh1.jpg
ftsdi95dtlh6nd5v50u9,2806,2019-11-20T15:22:00+02:00,2019-11-21T15:52:10+02:00,"Kiinteistönhuolto toimii hyvin hitaasti Malminkartanossa, varsinkin kirjastoon pyrkiviä uhkaa kaatuminen",Kaupunkiympäristö,City environment,60.2478521,24.8628256,https://asiointi.hel.fi/palautews/rest/v1/attachment/21cn3nejv2ghb43m20sq.JPG
ac7olq4bls48rpne6kki,2806,2019-07-17T11:20:00+03:00,2019-07-18T10:07:55+03:00,"Kiipeilyteline rikki Paloheinän majan viereisessä puistossa. Yksi naru irrallaan ja siitä puuttuu lukko, toinen naru kaipaa kiristystä.",Kulttuuri ja vapaa-aika / Liikunta,City environment,60.2550954,24.9172654,https://asiointi.hel.fi/palautews/rest/v1/attachment/3c05t56skjph271ijr54.jpg
1u1thvhh22huamu5pgej,2807,2019-08-09T10:23:28+03:00,2019-08-14T10:58:25+03:00,"Kiipeilytelineen liukumäki on rikki. Korjattava pian. ",Kulttuuri ja vapaa-aika / Liikunta,Culture and leisure,60.2185686,25.077934,
3kqh95h65kridlkrv9mf,2805,2019-07-18T12:41:26+03:00,2019-08-13T09:25:03+03:00,"Kiipeilytelineen naru irti.",Kaupunkiympäristö,Education,60.2453266,24.8595682,https://asiointi.hel.fi/palautews/rest/v1/attachment/3a514r76pfp4oqcotfnt.jpg
3t5mji47cc7ugtb1lt6q,2806,2019-06-14T08:35:22+03:00,2019-06-25T10:05:03+03:00,"kiireellinen tiemerkintä, karttapisteestä 200 m matkalla puuttuu väylien merkinnät alueella jossa risteää jalankulku, pyörät ja autot. lisäksi sekalaisia aitoja betoniporsaita ja tasoeroja kiveyksiä. väliaikainen tilanne jatkunut pitkään ja vielä tulee olemaan vuosia. tehkää tälle jotain heti. kiitos vaivannäöstänne!",Kaupunkiympäristö,City environment,60.1841144,24.9739952,
ocg8uqumrfe6vel4ats1,3426,2020-04-29T12:36:18+03:00,2020-04-30T12:49:00+03:00,"Kiitos hyvin toteutetusta mahdollisuudesta noutaa kouluruoka kotiin. Hertsikan ala-asteen koululla se sujuu ainakin todella upeasti. ",Kasvatus ja koulutus,,60.2034094,25.0354328,
3agg4mkd92l7i7fvaiq4,2809,2019-09-09T21:02:45+03:00,2019-09-10T12:39:34+03:00,"Kiitos käynnistä Katariinasaksisilaisen ja Jokisuuntien risteyksen kulmilla. Tervetuloa pikaisesti käymään uudelleen. ",Kaupunkiympäristö,General and other feedback,60.2161405,24.9865069,
1c96nq2v5od5nm8tglqa,2806,2019-08-20T10:28:09+03:00,2019-08-21T15:37:13+03:00,"Kiitos Kirsti Oksaselle kauneistakin kauneimmille kukkalaitteille. Ne saavat meidät asukkaat hyvälle mielelle aina uudelleen. Kiitos myös kaikille Staralaisille hyvästä kukkien hoidosta.",Kaupunkiympäristö,City environment,60.1680614,24.9339659,
2kdh18ikbmj4reno35h5,2809,2019-08-17T19:30:55+03:00,2019-08-19T11:34:34+03:00,"Kiitos kun toitte Hillerin leikkipuistoon uutta hiekkaa kiipeilytelineen alle! ",Kaupunkiympäristö,General and other feedback,,,
18i8a8fehj3lc88du25r,2806,2019-09-06T19:22:20+03:00,2019-09-09T11:54:59+03:00,"Kiitos liikkeiden lastauspaikoista Capellan Puistotielle! Nyt jalkakäytävät vapautuvat jalankulkijoille. Vielä jos parkkipirkko kävisi muutaman kerran tarkastamassa tilanteen. Kalasataman taskuparkeille voisi myös harkita maalattavan merkinnät - ainakin kolon ekalle ja vikalle autolle, nimittäin nyt useat autot jättävät tyhjää tilaa eteen ja taakse puoli autoa, joka epää yhteensä reilun kymmenen paikkaa kadulta (esim. kuvan Mini).",Kaupunkiympäristö,City environment,60.1835773,24.9822312,https://asiointi.hel.fi/palautews/rest/v1/attachment/45nc04os57450jhtvr8e.jpg
33fkjqg6g5fb67rmpni1,3426,2020-04-14T22:22:09+03:00,2020-04-16T14:43:16+03:00,"Kiitos mahdollisuudesta hakea koululaisten ruoka koululta kotiin lämmitettäväksi. Tähän voisi lisätä vielä esiopetuksessa olevat eli hekin voivat hakea ruoan, jos ovat kotona. Koskien myös niitä, jotka saavat esiopetuksen päiväkodissa. Hakisin ruoan kuitenkin koululta eikä päiväkodista, koska sisarusten ruoka haetaan koululta.",Kasvatus ja koulutus,,,,
27m2g2pre4bvgfn9etlr,3018,2020-04-26T18:00:56+03:00,2020-04-30T13:16:02+03:00,"Kiitos niille, jotka ovat lähiaikoina huolehtineet Helsingin puistojen yms. yleisövessojen siisteydestä, aivan huippua jälkeä! Olin viikonloppuna kävelyllä  ja kaikissa käyttämissäni vessoissa oli siistiä ja runsaasti paperia. Etenkin nyt, kun kuppilat ja muut ovat suljettuina eikä niissä voi käydä, on hienoa huomata, että näihin panostetaan. ",Kaupunkiympäristö,,,,
3tr861kb0val13i51f94,2806,2019-06-24T17:08:59+03:00,2019-06-25T13:52:32+03:00,"Kiitos nopeasta tyhjennyksestä",Kaupunkiympäristö,City environment,60.2344226,24.9475316,
13o473n19la1077s07jl,2982,2019-07-04T09:45:29+03:00,2019-07-10T13:12:49+03:00,"Kiitos paljon hyvästä ja nopeasta työsuorituksesta. Tänään kävi työntekijänne karsimassa kasvustoa ja nyt näkyy suojatien liikennemerkit. Tämä osoittaa, että homma toimii, jos asioita hoidetaan yhteistyöllä.",Kaupunkiympäristö,,,,
23l5dvl4crlhm8kapcdk,2806,2019-08-06T16:55:04+03:00,2019-11-07T13:20:03+02:00,"Kiitos pusikoiden leikkaamisesta. Miksi nämä kaksi pahiten tielle puskevaa pensasta on jätetty leikkaamatta? Tuletteko hoitamaan työn loppuun? ",Kaupunkiympäristö,City environment,60.2585494,25.084983,https://asiointi.hel.fi/palautews/rest/v1/attachment/3be8m4ugrvoai61grknk.jpg
255llb3dj6j8th2fv9kj,2809,2020-01-24T19:41:17+02:00,2020-01-28T14:00:02+02:00,"Kiitos reikä paikattu väliaikaisesti .. mut eo kestä kauan korjauttakaa kunnolla kun ehditte  aurip isommalla alueella .. ja ladku rikkojalle . Kiitps",Kaupunkiympäristö,General and other feedback,60.2787021,25.0405205,
jikol34iu4tg4ddete31,2806,2020-05-21T21:47:23+03:00,2020-05-25T14:40:03+03:00,"Kiitos tästä korjauksesta!",Kaupunkiympäristö,City environment,60.1765342,24.9552272,
3koqh2u53k0pjk2r16a8,2809,2019-10-02T21:57:11+03:00,2019-10-11T13:21:46+03:00,"Kiitos valojen kunnostamisesta Malminkartanon asemalla. Kiitos myös puskien siistimisestä. Hyvää työtä!!! Helsinki <3",Kaupunkiympäristö,General and other feedback,60.2479325,24.8624642,
1uahefoqcfvqp1iajcef,2809,2020-01-29T11:39:48+02:00,2020-01-31T14:32:04+02:00,"Kiitos vastauksestanne edelliseen palautteeseen. Aallonhalkoja rajautuu mereen, ja ongelmana olevat roskikset ovat merenpuoleisella jalkakäytävällä. Käsittääkseni meressä ei ole kiinteistöä, joka katuja pitäisi puhtaana. Kyseisiä ravintolalaivoille varattuja paikkojakaan tuskin on vielä vuokrattu eteenpäin? Liitteenä vielä kuva osoittaakseni roskisten sijainnin.  Vastaavia roskiksia ainakin 2.",Kaupunkiympäristö,General and other feedback,60.1807854,24.9788991,https://asiointi.hel.fi/palautews/rest/v1/attachment/13pj0dlaria02m335jst.jpg
1kdcukihkj1hjamt33u8,2806,2020-05-20T10:24:22+03:00,2020-05-27T09:25:02+03:00,"Kiitos, että John Stenbergin rannan ala-arvoinen pyöräilyn tilapäisjärjestely oli yritetty korjata. Voisiko tämän nyt korjata uudestaan niin, että reittiä voi oikeasti ajaa myös keskustasta pois päin, eli heti ensimmäisen metrin jälkeen ei tulisi vastaan kielletyn ajosuunnan merkki?",Kaupunkiympäristö,City environment,60.1768825,24.9504521,
1hlsmlngcnnprqo27ju5,3041,2020-03-12T04:31:55+02:00,2020-03-12T11:59:14+02:00,"Kiitos, että vihdoin jalkakäytävä lakaistaan. Olen noin tunnin 3 jälkeen kuunnellut pesuääniä. Mietin miksi tämä tehdään yöllä? Tammet ja poppelit pudottavat lehtensä syksyllä. Olen koko syksyn ja talven vältellyt niiden märkiä lehtiä kävelykadulla. katupölyjen ehkäisyksi hiekan ja sepelin poistokin olisi helpompaa nyt keväällä, jos syksyn lehdet olisi poistettu sen jälkeen kun tammet omistaan luopuivat ja poppelit kaupungin toimesta kaadettiin. Ai niin en ole vieläkään tietoinen miksi poppelit hävitettiin Kirkonkyläntieltä?",Kaupunkiympäristö,,60.2595725,24.9895597,
26fkj54v3mb963pftim2,2809,2020-05-19T06:12:01+03:00,2020-05-23T17:48:23+03:00,"Kiitos! Kohta taas koko tie kaunis ja yhtenäinen! ",Kaupunkiympäristö,General and other feedback,,,
3rsntka9vlgeu7vhp3fe,2802,2020-01-13T10:50:48+02:00,2020-01-17T11:04:44+02:00,"Kiitos. Mahdollistakaa rivinvaihto palautteessa. Mahdollistakaa se, että voin valita paikan, mitä palaute koskee. Aina ei ehdi laittaa heti. Ehdottakaa paikkaa aiemmin otetussa kuvassa mahdollisesti olevan sijaintitiedon perusteella. Mahdollistakaa palautteen jättäjälle parempi seurattavuus siitä, et tapahtyyko mitään.",Kaupunginkanslia,,,,
8mq0nqff4a4br2q10hvf,2809,2020-04-29T14:34:33+03:00,2020-05-19T08:55:03+03:00,"Killingholmankujalta ja Laivalahdenkaarelta puuttuvat tästä kohdasta pyörätien liikennemerkit, vaikka kaduille on rakennettu erotellut pyörätiet ja jalkakäytävät.",Kaupunkiympäristö,General and other feedback,60.1865805,25.0352164,
2isi6krf7g8q9l5qkem2,2806,2019-07-01T18:46:56+03:00,2019-07-05T07:55:02+03:00,"Killinkipolku on edelleen poikki, vaikka vuokrauskartasta ei löydy vuokrausta tälle puolelle. Kun lisäksi Schildtinpolulla on kaksi rinnakkaista lupaa, on ilmeisenä vaarana kulun estyminen kokonaan. ",Kaupunkiympäristö,City environment,60.229447,24.885316,https://asiointi.hel.fi/palautews/rest/v1/attachment/229pkrq0fh98hnl5v23a.jpg
bgfms7qnil59p6f2urms,2806,2019-06-11T11:55:06+03:00,2019-06-13T13:22:49+03:00,"Kilvetön auto kuva:n parkkialueella itäkeskuksen uimahallin takana. Näyttää asunnolta.",Kulttuuri ja vapaa-aika,City environment,60.2131049,25.0738807,
2okdkppi9dfv0of92vt9,2806,2020-05-30T08:05:10+03:00,2020-05-30T08:05:10+03:00,"Kilvetön auto on ilmestynyt jalkakäytävälle Kotinummentielle, Erän risteyksen kohdalle",Kaupunkiympäristö,City environment,60.2659714,25.0150854,
3p6n1jtpl596qlm13lu7,2806,2019-11-20T07:32:47+02:00,2019-11-27T09:25:03+02:00,"Kinaporinkatu 1: Pysäköinti kielletty liikennemerkki puuttuu.",Kaupunkiympäristö,City environment,60.1885091,24.9607983,
25ncc1oeosak93d9u9mk,2806,2020-04-11T17:54:49+03:00,2020-04-23T16:00:02+03:00,"Kipparvuoren korkeimman paikan vieressä iso kelopuu on kallellaan kävelypolun yli ja on alaosastaan hyvin laho - vaarana kaatuminen ihmisen päälle. Alueella myös muita kelopuita, jotka olisi hyvä kaataa hallitusti.",Kaupunkiympäristö,City environment,60.1905142,25.0243516,https://asiointi.hel.fi/palautews/rest/v1/attachment/38j439vov9rsv0pqrukl.jpg
348tj4jto3o5g972793b,2806,2019-09-25T10:40:39+03:00,2019-10-02T08:05:02+03:00,"Kirjaston päästä puuttuu mielestäni pysäköintikieltomerkki. Jatkomerkki löytyy toisesta päästä.",Kaupunkiympäristö,City environment,60.2243147,24.8590085,
3umq6e89i7cjcapcslk8,3096,2020-04-13T09:15:11+03:00,2020-04-16T13:30:21+03:00,"Kirjoitin 2.2.2020 kaupungille Reijolankadun ja Urheilukadun risteyksestä. Nyt 2,5 kk myöhemmin palaute on edelleen käsittelyssä. Selatessani hakusanoilla Reijolankatu tai Urheilukatu en löydä viimeisen kolmen vuoden ajalta yhtään palautetta. Onko niin, että tämän alueen liikennesuunnittelija ei vastaa mihinkään palautteeseen?",Kaupunkiympäristö,,60.1897824,24.9185474,
2f2bm155eu7h8s2olen2,2806,2019-10-07T10:37:45+03:00,2019-10-23T16:25:03+03:00,"Kirjoitus sijaitsee Hiekkalaiturintorin pohjoislaidalla",Kaupunkiympäristö,City environment,60.2000126,25.1462241,https://asiointi.hel.fi/palautews/rest/v1/attachment/2vvrovu564p9cfl2of5e.jpg
661lnbfvnikvmi4vh0it,2806,2019-10-14T16:21:37+03:00,2019-10-16T11:45:02+03:00,"Kirjokallionpolulle on muodostunut sateen aiheuttamat syvät vesiurat. Polkua pitkin on myös kulku tontin autopaikoille, ja auton puskurit osuu maahan autopaikalta poistuessa. Tähän on kerran syksyn aikana tuotu jotain pehmeää hiekkaa joka lähti ensimmäisien sateiden mukana pois, joten kannattaisi tuoda ehkä jotain hieman jämäkämpää tavaraa. ",Kaupunkiympäristö,City environment,60.2407192,24.8952235,https://asiointi.hel.fi/palautews/rest/v1/attachment/2dbt92adrgut59eqsch8.HEIC
16vprsh3d181ap004ctb,2809,2020-03-04T11:20:21+02:00,2020-03-13T08:15:05+02:00,"Kirjurinkatu 1, p maksupaikka merkki on kääntynyt. Voisi oikaista. Kiitos :)",Kaupunkiympäristö,General and other feedback,60.1989121,24.9384834,https://asiointi.hel.fi/palautews/rest/v1/attachment/3ado93juaa8a83higfff.jpg
1btufvpfhbgnkt16edba,2806,2020-01-24T09:23:25+02:00,2020-02-05T12:25:01+02:00,"Kirkon puoleisesta päästä puuttuu aluekieltomerkki!",Kaupunkiympäristö,City environment,60.1805258,25.0515355,
3k0gc93gvq8hiuhodidf,2806,2019-08-13T13:18:51+03:00,2019-08-27T13:15:05+03:00,"Kirstinkatu 1",Kaupunkiympäristö,City environment,60.185336,24.9469972,https://asiointi.hel.fi/palautews/rest/v1/attachment/36a2dkqu50c3of5nfb7t.jpg
g1qv7rg38cg1ld7ocm7r,2809,2019-08-12T11:49:11+03:00,2019-08-27T13:20:08+03:00,"Kirstinkatu 5 VP on asukaspysäkkimerkki nurin.",Kaupunkiympäristö,General and other feedback,60.1858115,24.9465458,https://asiointi.hel.fi/palautews/rest/v1/attachment/elv9ccqvu0qdb3habvjo.jpg
3d2lsdknmi5k1jftj4ru,2806,2020-02-22T12:26:22+02:00,2020-02-27T09:35:37+02:00,"Kiskontien ja Raisiontien kulmassa iso vesilammikko. ",Kaupunkiympäristö,City environment,60.1990247,24.9018471,
2cn1ir0teh4hl12muc5d,2806,2019-06-05T18:43:15+03:00,2019-09-20T09:00:03+03:00,"Kitkemistä kiitos",Kaupunkiympäristö,City environment,60.2518515,24.8594681,https://asiointi.hel.fi/palautews/rest/v1/attachment/1q1m38q64q05georfb7t.jpg
