service_request_id,service_code,service_notice,requested_datetime,text,class,agency_responsible,service_name,lat,long,media_url
30vmdbddj9evo45jut9d,2806,2020-03-25T09:16:04+02:00,2020-03-27T07:00:02+02:00,"Hei. Voisiko Mellunmäen opasteen peittää kunnolla. Vieläkin jotkut ryhmittyvät vastaantulevien kaistalle kääntyessään vasemmalle. ",Kadut,Kaupunkiympäristö,City environment,60.236364,25.0824166,
e8h958cnn1fmgf01cprr,2806,2019-09-06T16:58:09+03:00,2019-09-09T11:40:48+03:00,"Hiihtomäentien pyörätiellä Herttoniemen metroaseman kohdalla on vaarallisesti jätetty (ilmeisesti kaupungin) kaivonkansia pyörätielle. Esineitä ei ole merkattu mitenkään ja ne on vaikea nähdä pimeällä. Ne ovat nyt olleet tuossa jo pari päivää. Voisitteko poistaa kaivokannet pikaisesti tai merkitä ne asianmukaisesti.",Kadut,Kaupunkiympäristö,City environment,60.1956647,25.0310798,https://asiointi.hel.fi/palautews/rest/v1/attachment/5ev950odvljnh9hm55nq.jpg
1v8oi8k748ub2vqhid4m,2809,2020-03-18T13:01:50+02:00,2020-03-23T13:20:48+02:00,"Hoitamatta yli tulvivat kaivot. Alitus jalat märkänä. Kuukausia ollut näin ja mitään ei ole tehty asialle.",Kadut,Kaupunkiympäristö,General and other feedback,60.2367647,24.8999292,
2ntleuj177ulj3nlahu8,2809,2020-01-26T15:27:38+02:00,2020-01-30T13:05:02+02:00,"Iso Kuoppa (painanne) ja pinnotevikoja Pasilanraitio 10:n kohdalla kävelytiessä. Ne ovat vaarallisia p.pyöräilijöille sekä mm rollaattorien käyttäjille. Aikaisemmin katua suljettuessa ei pohjustettu kunnolla! Useita kohtia.",Kadut,Kaupunkiympäristö,General and other feedback,60.2002331,24.9241289,
fnsehdbbc988ocjmntfn,3002,2020-02-22T17:48:30+02:00,2020-04-03T10:05:03+03:00,"Iso kuusi kaatunut kävelytien yli.",Kadut,Kaupunkiympäristö,,60.2032786,24.9141682,https://asiointi.hel.fi/palautews/rest/v1/attachment/2gqoipo2d1mibiel9cuk.jpeg
vn9ti15s3g9n3chd1luq,2809,2019-10-29T15:54:26+02:00,2019-11-01T05:20:02+02:00,"Isoja lasinpaloja kevyenliikenteenväylä tunnelissa Jakiksessa",Kadut,Kaupunkiympäristö,General and other feedback,60.2620657,25.0734129,https://asiointi.hel.fi/palautews/rest/v1/attachment/3dlkhatcsj92ra7k5bn5.HEIC
g0cm6lthk96gbsie9tkq,2809,2020-02-27T08:51:24+02:00,2020-03-02T15:00:01+02:00,"Jalankulkijat ohjataan kävelemään ajoradalle. Ei ole kovinkaan turvallista!",Kadut,Kaupunkiympäristö,General and other feedback,60.1662835,24.9324925,
20lmlospsa4hvsisq85f,2806,2020-05-17T15:22:41+03:00,2020-05-19T11:06:50+03:00,"Jos maalaukset on tulossa nyt tehtyjen merkkausten mukaan, tästä ei tule mahtumaan kuorma-autot, eikä päivänkodin huoltoliikenne. Kannattaisi harkita uudelleen ennen maalausta!",Kadut,Kaupunkiympäristö,City environment,60.1748409,25.0341949,
3ncj6rvfc7rvuh3r6jg0,2806,2019-06-04T07:36:58+03:00,2019-06-10T15:05:03+03:00,"Kaivo on tukossa, vesi lammikoituu suojatien kohdalle. Sturenkadulla / elimäenkadun päässä.",Kadut,Kaupunkiympäristö,City environment,60.1922401,24.9521594,
3j14kvgvmf7jfp0epmgk,2806,2020-04-29T14:38:22+03:00,2020-05-19T08:55:02+03:00,"Kaivolahdenkadulta puuttuvat pyörätien liikennemerkit tästä Kaivolahdenkadun kohdalta ja Linnanrakentajantien sekä Laivalahdenkaaren päädyistä, vaikka kadulle on rakennettu erotellut pyörätiet ja jalkakäytävät.",Kadut,Kaupunkiympäristö,City environment,60.1880873,25.0390931,
t0jnuc270cr7i39ku68c,2809,2020-05-27T07:36:55+03:00,2020-05-29T12:30:02+03:00,"Kaivuri pysäköity tiistai aamuna vaarallisesti SUOJATIEN eteen puoliksi jalkakäytävälle ja estää myös samalla näkyvyyttä risteyksessä! 10m päässä olisi ollut juhtatien varressa laillisia kadunvarsi paikkoja!",Kadut,Kaupunkiympäristö,General and other feedback,60.2836313,25.033965,https://asiointi.hel.fi/palautews/rest/v1/attachment/e7tash07ohr8n9ppb7le.HEIC
260831s1j9fojm17uhee,2809,2020-01-19T20:51:40+02:00,2020-01-21T09:32:15+02:00,"Kaksi peräkkäistä katuvaloa rikki Karhulantiellä Itäväylän risteyksessä.",Kadut,Kaupunkiympäristö,General and other feedback,60.2176982,25.103801,
371cm8eugcjokr7budt0,2809,2020-01-28T09:16:15+02:00,2020-01-29T11:16:05+02:00,"Katuvalo pimeänä jo pitkään Samettikuja 2 kohdalla ja Verkakuja 3.",Kadut,Kaupunkiympäristö,General and other feedback,60.1680614,24.9339659,
1vc4t1qjirsocekv7e5q,2809,2019-12-27T23:44:37+02:00,2019-12-30T12:42:51+02:00,"Katuvalosta on lamppu pimeänä",Kadut,Kaupunkiympäristö,General and other feedback,60.1976484,25.1233531,
2ouvik6o647vetj9adr4,2806,2019-10-17T09:55:45+03:00,2020-01-09T07:50:03+02:00,"Kevyenliikenteenväylä täynnä lehtimössöä. Perin liukasta.",Kadut,Kaupunkiympäristö,City environment,60.181454,24.959275,
35j71mknoo4c8v0bpv55,2806,2020-05-27T08:45:33+03:00,2020-06-01T07:10:02+03:00,"Kuoppa kadulla, 50x50cm. Ilmeisesti vesi vienyt maan asfaltin alta lyhyessä ajassa - isompi vesivuoto? Kohteen vieressä ollut lähiaikoina korjaustyö kuten uudesta asfaltista näkee. ",Kadut,Kaupunkiympäristö,City environment,60.22343,24.9533409,https://asiointi.hel.fi/palautews/rest/v1/attachment/30k7dk2btp3vqgbr7jek.jpg
d84shjvgpdlknoshv4e7,2806,2019-11-10T05:53:48+02:00,2019-11-14T15:56:44+02:00,"Kuoppia tiellä Lahdenväylän jälkeen länteen päin mennessä.",Kadut,Kaupunkiympäristö,City environment,60.2413138,25.0295885,
2aphbrcl24publg3k113,2806,2019-08-06T19:39:31+03:00,2019-08-07T14:54:18+03:00,"Lapinlahdentien ja Mechelininkadun kulmassa tehtiin alkukesästä kaivutöitä ja Mechelininkadun pyörätien rakennustöitä. Suojatien alue ja pieni osuus Lapinlahdentien puolelta on vielä päällystämättä ja kuopilla, etenkin kääntyville pyöräilijöille hankala paikka kun on soraa ja sekalaisia töyssyjä sekä vanhan päällysteen reuna. ",Kadut,Kaupunkiympäristö,City environment,60.1668426,24.9208916,
1uv9t1bfhijbd928lnm3,2806,2019-09-21T22:08:49+03:00,2019-09-23T17:09:53+03:00,"Liian vähän nopeusrajoitus likkennemerkkejä tällä meidän kortteleilla. Moni autoilija kaahailee miten huvittaa näillä kortteleilla (eteenkin Lappeentie, Raitamäentie). On paljon lapsia ja koiria ympäristössä, pitäisi saada turvallisemmaksi risteykset ja tiet täällä!!",Kadut,Kaupunkiympäristö,City environment,60.2228083,25.0997396,https://asiointi.hel.fi/palautews/rest/v1/attachment/3vcm4dq9b4308jnduuu9.jpeg
h8kl7va5hoh0kbic3ld6,2809,2019-10-24T14:03:09+03:00,2019-10-31T08:05:04+02:00,"Liikennemerkistä puuttuu asukaspysäköintitunnuksen ja maksullisuuden merkki.",Kadut,Kaupunkiympäristö,General and other feedback,60.1886877,24.9578421,
2dtr69runuc752sekpdu,2806,2020-03-17T11:09:36+02:00,2020-03-24T08:25:03+02:00,"Liikennemerkki nurin",Kadut,Kaupunkiympäristö,City environment,60.1840339,24.9452872,
3nsdpka56cotaut0jvea,2809,2019-08-05T18:00:02+03:00,2019-08-08T11:05:42+03:00,"Liikennevalo ei näy jalankulkijalle. Lienee kääntynyt. Kuukausia sitten..",Kadut,Kaupunkiympäristö,General and other feedback,60.1942467,25.0305556,
8r4n1608cp4vnkpms2cf,2809,2019-10-08T10:19:05+03:00,2019-10-09T07:45:02+03:00,"On vaarallinen Pyöräilijöille. ",Kadut,Kaupunkiympäristö,General and other feedback,60.1616686,24.9294764,https://asiointi.hel.fi/palautews/rest/v1/attachment/2eac6asvn97kdi53521e.jpg
33sldr2pbitrkpt07d1h,2809,2020-05-07T13:46:32+03:00,2020-05-11T13:32:48+03:00,"P-alueelta puuttuu pysäköintimerkit/merkit epäselvät",Kadut,Kaupunkiympäristö,General and other feedback,60.2384926,25.1164124,https://asiointi.hel.fi/palautews/rest/v1/attachment/2uk95njpqj64egot7tsn.jpg
2qm536t5cb8j6a3f2pop,2806,2019-06-08T15:19:06+03:00,2019-06-12T08:30:02+03:00,"Porkkalankadun alittavassa kevyen liikenteen tunnelissa hietsun puoleisessa päässä on rikkinäinen kivetys. Kaatumisen vaara, jos siihen osuu pyörällä.",Kadut,Kaupunkiympäristö,City environment,60.1639304,24.9141808,https://asiointi.hel.fi/palautews/rest/v1/attachment/1ph64qk75aof76qkn2up.jpg
36rlattbbr5ethltadnn,2806,2020-04-19T17:02:38+03:00,2020-04-23T12:35:02+03:00,"Aimo Tukiaisen puistossa on keinu hajonnut.",Liikunta,Kaupunkiympäristö,City environment,60.1523871,24.8889692,https://asiointi.hel.fi/palautews/rest/v1/attachment/18b4f7jvui88vp5n718p.jpg
25i726gou39eojq29hbi,2806,2019-09-01T20:05:31+03:00,2019-09-02T15:48:06+03:00,"Haagassa Laajasuon liikuntapuistossa on hieno karuselli lapsille, mutta se on jumissa ja tarvitsee kipeästi rasvausta tai huoltoa.",Liikunta,Kaupunkiympäristö,City environment,60.2226544,24.8985288,
2s2ikv2sb0tctp8l17t7,2802,2019-10-10T09:45:37+03:00,2019-10-11T09:30:20+03:00,"Hei olisi hienoa jotta olisi syötäviä, marjapensaita sekä omenpuita julkisilla alueilla. Poimia itse kokemus lapsille varsinkin.Puistojen ja urheilukenttien ympäristöön esimerkiksi. Kiitos.",Liikunta,Kaupunkiympäristö,,,,
32h6rmumnh01i8hqt8bh,2806,2020-03-25T21:13:43+02:00,2020-03-26T14:11:02+02:00,"Hiidenkiven koulun kiipeilyteline tikki",Liikunta,Kaupunkiympäristö,City environment,60.2636909,25.0211,https://asiointi.hel.fi/palautews/rest/v1/attachment/3v6d9lor2cbs6qj750be.PNG
3l6b9qgikc0dhreq97g8,2806,2020-01-19T10:06:17+02:00,2020-02-11T13:55:02+02:00,"Kansi rikki Ruoholahden leikkipuistossa.",Liikunta,Kaupunkiympäristö,City environment,60.1611503,24.9178258,
1eip57p6hanhpejkspo1,2806,2020-01-26T16:36:57+02:00,2020-01-28T09:59:29+02:00,"Käpylän pallokentän ja viereisen leikkipaikan valoista enemmistö on pimeänä.",Liikunta,Kaupunkiympäristö,City environment,60.214085,24.9490432,
1g6q9f0brjs10ntbisvl,2806,2020-04-20T17:26:09+03:00,2020-04-22T19:35:01+03:00,"Keinulaudan ja ketjun välistä puuttuu pultti",Liikunta,Kaupunkiympäristö,City environment,60.1872485,25.0149592,https://asiointi.hel.fi/palautews/rest/v1/attachment/i10td3acmfir7no2upe9.jpg
4anh1vhilf8pgqjlvs8k,2806,2020-05-08T22:33:30+03:00,2020-05-11T15:54:19+03:00,"Kentän korkealla oleva valo paistaa todella kirkkaana iltaisin suoraan sisään. Kenttää ei ole jäädytetty pariin vuoteen, eikä sitä käytetä säännöllisesti liikuntaan varsinkaan pimeällä. Voisiko alueen valaistusta pohtia matalammilla, valoa alaspäin heittävillä valaisimilla jotka eivät häikäise Lumikintien asukkaita? ",Liikunta,Kaupunkiympäristö,City environment,60.2033853,25.0535729,https://asiointi.hel.fi/palautews/rest/v1/attachment/38vs8f2tunfvoqqhbpiv.JPG
136sube5bgt0j2nv68q8,1363,2020-05-12T22:01:13+03:00,2020-05-13T16:48:17+03:00,"Kenttä asfaltoitu vinoksi, ei voi käyttää koripalloon.",Liikunta,Kaupunkiympäristö,,60.2701419,25.0322706,
1kvtr61df0i141m9m3jn,1363,2019-11-24T13:35:19+02:00,2019-11-26T08:17:00+02:00,"Koirapuiston läheisyydessä  olevat  kuntoilualueet ovat jääneet vähän ajastaan jälkeen. Hyville kuntoilulaitteille olisi kysyntää, vanhoilla laitteilla kuitenkin kuntoillaan.",Liikunta,Kaupunkiympäristö,,60.2054002,24.9585961,
q18v5l7phnqvrkftnf9g,2809,2019-06-06T19:48:21+03:00,2019-06-10T08:06:08+03:00,"Lauttasaaren lahnalahden puiston vihreä kangaspeite liukumåen vieressä on ollut rikki jo kuukausia. Paikka on vaarallinen lapsille.",Liikunta,Kaupunkiympäristö,General and other feedback,60.1549587,24.873962,
19789v1d486s1q4fvlk6,2806,2019-12-26T17:06:41+02:00,2019-12-30T09:38:58+02:00,"Leikkipuiston valaisin pimeänä keinujen vieressä. ",Liikunta,Kaupunkiympäristö,City environment,60.1985151,24.8821967,
1cq20t14beghvr4lns1t,2805,2019-12-14T23:47:33+02:00,2019-12-18T09:31:53+02:00,"Miksi Hiidenkiven koulun hieno uusi piha-alue on täysin pimeä iltaisin? Luulisi että koriskenttää, tekonurmea ja kiipeilytelineitä voisi käyttää kouluajan ulkopuolellakin?",Liikunta,Kaupunkiympäristö,Education,60.2634757,25.019456,
p92otul7a9cqc3qm8ao8,2806,2019-12-02T16:34:42+02:00,2019-12-04T09:34:57+02:00,"Penkki on ollut rikki jo pitkään. Olisi varmaan syytä poistaa/korjata se ennen kuin kukaan satuttaa itsensä siihen. ",Liikunta,Kaupunkiympäristö,City environment,60.2414324,24.8694598,
3r4806dracims871b2ve,2809,2020-02-26T11:04:18+02:00,2020-02-27T12:45:01+02:00,"Puu kaatunut ulkoilureitille ",Liikunta,Kaupunkiympäristö,General and other feedback,60.1898724,24.8829487,https://asiointi.hel.fi/palautews/rest/v1/attachment/2rdj3st7j6knk4buhpo6.jpg
3mpr15q1smgrsa29p4c7,2806,2020-04-28T08:34:34+03:00,2020-04-30T09:30:01+03:00,"Roihuvuoren koulun yläpuolella oleva minikoriskenttä",Liikunta,Kaupunkiympäristö,City environment,60.2073038,25.0621635,https://asiointi.hel.fi/palautews/rest/v1/attachment/23s4og4943g17dov0d7a.HEIC
2dvq3mbhe6e7p7h24sdu,2809,2020-04-21T08:53:54+03:00,2020-04-22T12:55:49+03:00,"Saisiko penkkejä Töölön kirkon alapuoliselle tasanteelle.  Hieno näkymä puistoon!",Liikunta,Kaupunkiympäristö,General and other feedback,60.179893,24.9211666,https://asiointi.hel.fi/palautews/rest/v1/attachment/3qavmplg22ipubev89db.jpg
1m9ngf085tm0lhgtgri0,2806,2019-08-29T10:22:02+03:00,2019-08-30T10:04:15+03:00,"Saisiko ulostavat linnut pysyvästi pois Aurinkolahden Uimarannalta.   Emme halua lintujen levittämiä tauteja ja loisia lapsillemme kiitos!",Liikunta,Kaupunkiympäristö,City environment,60.2012684,25.1547943,https://asiointi.hel.fi/palautews/rest/v1/attachment/3aipn1ooque0e0sibpop.jpg
39i1ji8n6htq9uv6gqmh,2806,2020-02-27T10:14:17+02:00,2020-03-02T06:55:01+02:00,"Ulkoilupolku poikki kun vesi on huuhtonut sen rikki",Liikunta,Kaupunkiympäristö,City environment,60.2113923,24.8527693,https://asiointi.hel.fi/palautews/rest/v1/attachment/3un79qkg3r9c7v7ko54m.HEIC
f5ftua2qvf4a1l3cdm5j,2806,2020-01-07T19:13:53+02:00,2020-01-08T11:05:14+02:00,"Urheilukentän vieressä valaisimen lasi repsottaa auki",Liikunta,Kaupunkiympäristö,City environment,60.2158627,25.1382674,https://asiointi.hel.fi/palautews/rest/v1/attachment/30c6rqic5r76864pjec7.jpg
3jd57gvgc1c0cvoutjaf,2809,2020-01-15T19:11:30+02:00,2020-01-21T07:20:01+02:00,"Uutelan ulkoilureitin varrelle kaatunut iso puu",Liikunta,Kaupunkiympäristö,General and other feedback,60.1994466,25.1621059,https://asiointi.hel.fi/palautews/rest/v1/attachment/67cv308r2n58dlg7vl7p.jpg
2v94m4ign3dvhig2pfmo,3561,2020-04-08T06:15:28+03:00,2020-04-09T14:58:08+03:00,"Asun Vuosaaressa ja lähi liikuntapuisto on Heteniitynkenttä.Onko tietoa milloin avataan tenniskentät?Kun esimerkiksi Hertoniemessa  ovat ne jo auki.",Liikunta,Kulttuuri ja vapaa-aika,,60.2174978,25.1367048,
14ep3vb816leaj0j0611,1363,2019-11-01T22:52:56+02:00,2019-11-08T15:05:17+02:00,"Haluaisin vain kysyä, että voisiko Kaarelankentälle saada jääkiekkomaaleja tälle talvelle? Viime talvena niitä ei ollut. Kiitos!",Liikunta,Kulttuuri ja vapaa-aika,,60.2468042,24.894843,
u0bsrjekvmr087k20ul1,3628,2020-03-02T20:59:53+02:00,2020-03-04T08:36:15+02:00,"Hei, miksi Helsingissä ei ole muiden kaupunkien tapaan senioreille omaa kuntosalia, jonne voisi mennä itselleen sopivaan aikaan. Me kaikki emme tarvitse/halua ryhmää tai ohjausta, mutta ikätovereiden joukossa olisi mukava pitää kuntoa yllä. Yksityiset salit ovat täynnä nuoria.",Liikunta,Kulttuuri ja vapaa-aika,,,,
3rnh4qsvt7lgu9v9m7rb,1363,2020-03-18T17:33:14+02:00,2020-03-24T10:00:27+02:00,"Hei, Vesalan kentän toisesta koripallokorista  puuttuu kori kokonaan ja toisesta sukka ja se on vino. Voisiko ne saada korjattua, jotta ulkona voisi harjoitella, nyt kun sisähallit ei ole käytössä.",Liikunta,Kulttuuri ja vapaa-aika,,60.2446302,25.0825457,
1v13tj6dh9gr3mmdd29l,1363,2019-07-18T14:29:49+03:00,2019-07-24T14:10:46+03:00,"Hei, voisiko veden lämpötilan päivittää tänne tai muualle sopivaan paikkaan joka päivä?",Liikunta,Kulttuuri ja vapaa-aika,,60.1986799,25.0766248,
233sju0bg7b2b3arv6g6,2806,2019-07-30T12:56:34+03:00,2019-08-01T12:22:55+03:00,"Hei! Oulunkylän Pikkukosken kentän hiekassa on muihin kenttiin verrattuna erittäin  paljon soraa (monet pelaajat haavoittuu säännöllisesti). Myös lentopalloverkko on repeytyneenä jo pitkään!",Liikunta,Kulttuuri ja vapaa-aika,City environment,,,
a10h8n3kvhif0t7ghpsr,3629,2020-03-20T07:22:52+02:00,2020-03-26T12:10:54+02:00,"Hei! Voiko talviuintia harrastaa turvallisesti koronaepidemian aikana, jos menee ihan vain rannalta uimaan eikä käytä yhteisiä pukutiloja?",Liikunta,Kulttuuri ja vapaa-aika,,,,
2au5e6lku9rrugjhh3gq,3629,2020-01-20T08:25:50+02:00,2020-01-23T09:57:59+02:00,"Hei. Kallahdenniemen uimarannan läheisyydessä olevan kiipeilytelineen pohja on rikki. Voi aiheuttaa vaaratilanteen jos romahtaa jonkun lapsen alta.",Liikunta,Kulttuuri ja vapaa-aika,,60.1872166,25.1435178,
1fcq36eq56vcle31b4eq,3631,2020-02-11T12:47:12+02:00,2020-02-17T13:42:00+02:00,"Hei. Kävimme vaimon kanssa Pirttimäen ulkoillualueella tarkoituksena kävellä luontopolkua. Parkkipaikan jälkeen oli opastaulu jossa nuoli ulkoilureitit 100 m. Kävelimme opastettuun suuntaan jolloin vastassa oli alamäki ja jokin talo johon tie päättyi. Emme nähneet mitään opastetta missä ulkoilureitti olisi joten lähdimme pois. Saisi tuolla olla yhtä hyvät opasteet kuin Luukissa. Harmittaa hieman turha ajo Helsingistä.",Liikunta,Kulttuuri ja vapaa-aika,,,,
2c3so61bu1akmeonrgvr,3630,2019-11-22T08:46:53+02:00,2019-11-26T13:29:31+02:00,"Hei. Olemme treenanneet joukkueeni kanssa elokuusta lähtien Liikuntamyllyn salibandykentällä. Kuukausien aikana kentän tuntuma on muuttunut huonompaan suuntaan. Lattia on ollut viime kuukausien ajan todella liukas ja pölyinen. Kengät pohjiin jää pölyä, joka aiheuttaa vaaratilanteita. Loukkaantumisriski todella suuri. Toivon, että asia otetaan vakavasti ja lattian kunto paranee. ",Liikunta,Kulttuuri ja vapaa-aika,,,,
1vsmg1hvi0uuslo62ht1,3681,2020-01-07T03:12:07+02:00,2020-01-09T09:25:01+02:00,"Hei. Onko oikein toimia kun tänään 7.1.2020 Kontulan tekojääradalla tehdään auraushommia kello 3:00 yöllä. Asutusta on 50m päässä kentästä. Melkoinen meteli kuuluu sisälle ja pitäisi saada nukuttua ennen aamuvuoroa. ",Liikunta,Kulttuuri ja vapaa-aika,,60.235304,25.097052,
335oj512njicnvdgc1gl,3629,2019-11-02T11:17:25+02:00,2019-11-08T15:04:16+02:00,"Hei. Puotilan uimarannan loistavat kuntoilulaitteet jäävät syksyn ja talven pimeinä iltoina kahden katulampun valaisun väliin jättäen kuntoilijat pimeään. Viihtyvyyden ja turvallisuuden vuoksi kohta tarvitsisi lisävalaisun. ",Liikunta,Kulttuuri ja vapaa-aika,,,,
ad4cpd2seuvp2avj2alb,3682,2020-04-05T11:31:48+03:00,2020-04-09T14:55:03+03:00,"Helsingin tulisi avata ulkoliikuntapaikoista myös tenniskentät käyttöön. Tennis on koronaepidemian aikana yksi turvallisimmista liikuntalajeista ja säiden puolesta ulkona olisi voinut pelata jo muutaman viikon. Eli pyytäisin avaamaan esim. Tapulin liikuntapuiston kentät käyttöön, kiitos!",Liikunta,Kulttuuri ja vapaa-aika,,60.273187,25.0195521,
oilk961jode0o2hbhval,3630,2019-07-11T17:42:02+03:00,2019-07-17T13:51:09+03:00,"Kävimme viikonloppuna pelaamassa tennistä Pihlajamäen urheilupuistossa. Kentän pinnalla oli ohut mutakerros, joka teki kentän pinnan niin liukkaaksi, etteivät kengät kunnolla pitäneet siinä, mikä teki pelaamisen paitsi vaikeaksi, myös vaaralliseksi. Lisäksi pallot menivät pilalle välittömästi. Kentän pinta pitäisi pestä, tällä hetkellä se on aikalailla pelikelvoton. ",Liikunta,Kulttuuri ja vapaa-aika,,,,
1ji8v7i54mul5kv1a069,3631,2020-03-25T10:04:22+02:00,2020-03-26T12:16:07+02:00,"Keskuspuistossa reittien merkintä ei ole hyvä. Polkujen risteyksissä pitäisi olla selvät viitat ja lenkkireittien merkit. Nyt viitat puuttuvat pääosin ja reittien merkit ovat usein keskellä metsätaivalta, kaukana risteyksistä. Esim Luukissa on esimerkillinen viitoitus",Liikunta,Kulttuuri ja vapaa-aika,,,,
120q178mohikoho6h6p1,3647,2020-01-21T09:12:49+02:00,2020-01-23T09:56:28+02:00,"Liikuntamyllyn vakituisena käyttäjänä olen todennut siivouksen tason dramaattisen tason laskun miesten pukuhuoneen pesutiloissa. Ennen pesutilan lattia pestiin joka päivä, nyt lattia ollut pesemättä koko alkuvuoden! Se on suorastaan saastainen. Viimeisin havainto 21.01. klo. 8.45.",Liikunta,Kulttuuri ja vapaa-aika,,,,
271upo4vi47rh52tja9e,3630,2019-10-25T19:05:27+03:00,2019-10-30T11:27:02+02:00,"Miesten pukuhuoneen joka kello oli neljännestä vaille kymmenen kun puoli kuudelta menin varustautumaan uintiin. Allashuoneen kelloista ainoastaan digitaalinen kävi ja oli oikeassa ajassa, analoginen pysyi jatkuvasti tasan kahdeksassa. Puoli seitsemän kun lähdin kotimatkalle olivat pukuhuoneen kellot yhä neljännestä vaille kymmenen. Onko aika pysähtynyt Pirkkolan uimahallissa?",Liikunta,Kulttuuri ja vapaa-aika,,60.2322129,24.9106454,
3gdf76bs84pl8d602lo3,2809,2019-06-05T15:51:28+03:00,2019-06-10T13:02:54+03:00,"Miksi Aurinkolahden uimarannan  itäisen pään vessat on suljettu parhaaseen lämpö-aaltoaikaan??? Ranta täynnä ihmisiä...",Liikunta,Kulttuuri ja vapaa-aika,General and other feedback,60.2025979,25.1613641,https://asiointi.hel.fi/palautews/rest/v1/attachment/3gst1g6a6v6cp3gmt64l.jpg
1akodb12f7osj1asee6a,3647,2019-12-05T18:57:28+02:00,2019-12-11T11:20:10+02:00,"Miksi liikuntamyllyn kuntosalin SUOSITTU vatsalihasprässi vietiin pois? Tilalle tuotiin hankalammin käytettävä vatsalihaslaite,vastaavanlainen laite siellä jo on.",Liikunta,Kulttuuri ja vapaa-aika,,,,
35are16i7a98cevr1kl3,3652,2020-01-31T17:09:15+02:00,2020-02-06T15:16:59+02:00,"Miksi näillä alueilla ei ole edullista alueliikuntaa?",Liikunta,Kulttuuri ja vapaa-aika,,60.2337239,24.9972025,
2n3si20gj8pi7e4ek0jo,3630,2020-05-17T16:02:43+03:00,2020-05-19T08:26:04+03:00,"Missä on väinämöisen kentän rullakiekko kaukalo? Onko kaupungilla muita kenttiä missä ei ole muovimattoa alustana. Muovimatto on todella liukas",Liikunta,Kulttuuri ja vapaa-aika,,,,
1gg4q70slutliltvn8st,3660,2019-12-16T15:54:41+02:00,2019-12-18T09:26:56+02:00,"Mitä ovat kävelyteille Maunulan majalle etelästä tultaessa ilmestyneet pitkänomaiset kahdeksankulmaiset noin metrin levyiset painanteet? Näitä on paikoin säännölliseti kymmenen metrin välein!?",Liikunta,Kulttuuri ja vapaa-aika,,,,
2td0imoq47kur3scrqs8,3630,2019-10-07T14:44:32+03:00,2019-10-11T14:04:16+03:00,"Miten Jakomäen uimahallin kyljessä oleva pieni kuntosali on auki? Kaupungin sivuilla olevat aukioloajat ovat vähintäänkin mystiset... Auki vain maanantaisin 16-19.30?",Liikunta,Kulttuuri ja vapaa-aika,,,,
17stg0i3bof7qc63ipud,3679,2020-05-10T15:42:40+03:00,2020-05-13T10:13:45+03:00,"Moro! Milloin te vietti Tapulikaupungin jalkapallokentän vanhan tekonurmen pois? On ollut nyt noin vuoden kentän laidalla ja alkaa pikkuhiljaa leviämään ympäröivään luontoon.",Liikunta,Kulttuuri ja vapaa-aika,,60.2737167,25.0182694,
2n5ef5mb0kjlhoh4ql47,3660,2020-04-10T18:56:46+03:00,2020-04-16T15:25:02+03:00,"Oisko Luukin ulkoilualueelle mahdollista saada 18-väyläinen frisbeegolfrata siellä olisi todella paljom hyvää tilaa!",Liikunta,Kulttuuri ja vapaa-aika,,,,
336f4hcl9ga57dcrij9v,3648,2019-07-18T10:53:53+03:00,2019-07-24T14:14:20+03:00,"Olen nyt muutamat viikot käynyt ahkerasti Stadikalla uimassa ja kiitin eilen paikan päällä mukavaa vaaleaa nuorta naista puku- ja suihkutilojen siisteydestä ja nyt kiitän myös teitä. Jatkakaa samaan malliin!",Liikunta,Kulttuuri ja vapaa-aika,,60.188811,24.9308241,
2mltphmfr9gaf3uhpr7l,3681,2020-01-06T12:55:34+02:00,2020-01-09T09:23:16+02:00,"Oli hienoa saada Laajasaloon tekojää, mutta tuli yllätyksenä, että sitä ei hoideta. Jää oli loistavassa kunnossa joulun jälkeen, mutta siitä se on asteittain heikentynyt. Tänään loppiaismaanantaina se oli perunapeltoa. Onko kunnon huoltoa tulossa vai jääkö se säiden armoille?",Liikunta,Kulttuuri ja vapaa-aika,,,,
q3c39plueqluohrivvui,1363,2019-10-07T22:48:46+03:00,2019-10-11T14:02:14+03:00,"On hienoa että kaupunki haluaa ja pystyy tukemaan liikuntaa myös itä-Helsingissä, mutta voisiko käyttöaikoja hieman miettiä? Kentän valaistus varsinkin alku- ja loppukesäisin houkuttelee palloilemaan myöhään yöhön, mikä on meille vieressä asuville lapsiperheille todella häiritsevää. On varmasti parempia tapoja ehkäistä pikkutunneille jatkuvaa meluisaa potkimista kuin poliisin vaivaaminen?",Liikunta,Kulttuuri ja vapaa-aika,,60.2340863,25.0929153,
161nj2ftltj3s46iu2ir,3631,2020-03-01T11:41:39+02:00,2020-03-04T08:38:01+02:00,"Onko Paloheinässä tapahtunut  jokin työntekijävaihdos/ muutos, kun metsän puolelle latua ei kunnosteta, vaikka viime viikolla oli hyvät pakkasyöt. Miksi koko latuosuutta ei laitettu kuntoon, koneet seisoivat? 80% hiihtäjistä esim.perj.oli perinteisen hiihtäjiä. ",Liikunta,Kulttuuri ja vapaa-aika,,,,
